family_name,raw_label,canonical_label,material,indice_refracao,base_price,compatible_treatments,source_page_reference,confidence_level
iTop,1.50 + Sun Light Photo,iTop PROGRESSIVA 1.50 + Sun Light Photo,Resina,1.5,1210.0,"Vert Clair=1513.0, Trio Easy Clean=1293.0, Verniz Hc=1210.0",Pagina 40,0.86
iTop,1.50 + Transitions Gen S,iTop PROGRESSIVA 1.50 + Transitions Gen S,Resina,1.5,2278.0,"Vert Clair=2581.0, Trio Easy Clean=2361.0, Verniz Hc=2278.0",Pagina 40,0.86
iTop,1.56 UV Led Protection,iTop PROGRESSIVA 1.56 UV Led Protection,Resina,1.56,1813.0,"Vert Clair=2115.0, Trio Easy Clean=1895.0, Verniz Hc=1813.0",Pagina 40,0.86
iTop,1.59,iTop PROGRESSIVA 1.59,Resina,1.59,1140.0,"Vert Clair=1443.0, Trio Easy Clean=1223.0, Verniz Hc=1140.0",Pagina 40,0.86
iTop,1.59 + Transitions Gen S,iTop PROGRESSIVA 1.59 + Transitions Gen S,Resina,1.59,2958.0,"Vert Clair=3261.0, Trio Easy Clean=3041.0, Verniz Hc=2958.0",Pagina 40,0.86
iTop,1.67,iTop PROGRESSIVA 1.67,Resina,1.67,3548.0,"Vert Clair=3768.0, Trio Easy Clean=3548.0",Pagina 40,0.86
iTop,1.67 + Transitions Gen S,iTop PROGRESSIVA 1.67 + Transitions Gen S,Resina,1.67,7480.0,"Vert Clair=7700.0, Trio Easy Clean=7480.0",Pagina 40,0.86
iTop,1.67 UV Led Protection,iTop PROGRESSIVA 1.67 UV Led Protection,Resina,1.67,3890.0,"Vert Clair=4110.0, Trio Easy Clean=3890.0",Pagina 40,0.86
iTop,1.74,iTop PROGRESSIVA 1.74,Resina,1.74,5647.0,"Vert Clair=5867.0, Trio Easy Clean=5647.0",Pagina 40,0.86
iTop,1.74 + Transitions Gen S,iTop PROGRESSIVA 1.74 + Transitions Gen S,Resina,1.74,9753.0,"Vert Clair=9973.0, Trio Easy Clean=9753.0",Pagina 40,0.86
iTop,1.74 UV Led Protection,iTop PROGRESSIVA 1.74 UV Led Protection,Resina,1.74,5963.0,"Vert Clair=6183.0, Trio Easy Clean=5963.0",Pagina 40,0.86
iTop,1.50 iTop Sun Light Protection Photo,iTop VISÃO SIMPLES Blocos 1.50 iTop Sun Light Protection Photo,Resina,1.5,658.0,"Vert Clair=1226.0, Trio Easy Clean=1006.0, Verniz Hc=925.0, Surf=658.0",Pagina 40,0.86
iTop,1.67 iTop Single Clear Esférico,iTop VISÃO SIMPLES Blocos 1.67 iTop Single Clear Esférico,Resina,1.67,1482.0,"Vert Clair=2085.0, Trio Easy Clean=1862.0, Verniz Hc=1482.0",Pagina 40,0.86
iTop,1.50 Espelhado,iTop SOLARES / COLORAÇÃO iTop Summer Progressive 1.50 Espelhado,Resina,1.5,2640.0,,Pagina 41,0.84
iTop,1.50 Espelhado,iTop SOLARES / COLORAÇÃO iTop Summer Single 1.50 Espelhado,Resina,1.5,1506.0,,Pagina 41,0.84
LENTES VS SOLARES PLANAS ACABADAS,Degradê CR-39,LENTES VS SOLARES PLANAS ACABADAS Degradê CR-39,Resina,1.5,216.0,,Pagina 43,0.86
LENTES VS SOLARES PLANAS ACABADAS,Degradê Poly,LENTES VS SOLARES PLANAS ACABADAS Degradê Poly,Policarbonato,1.59,216.0,,Pagina 43,0.86
LENTES VS SOLARES PLANAS ACABADAS,Total CR-39,LENTES VS SOLARES PLANAS ACABADAS Total CR-39,Resina,1.5,222.0,,Pagina 43,0.86
LENTES VS SOLARES PLANAS ACABADAS,Total Poly,LENTES VS SOLARES PLANAS ACABADAS Total Poly,Policarbonato,1.59,222.0,,Pagina 43,0.86
